Market,Code,Company Name,Place of Incorporation of Foreign Companies,Industry,Symbol,Date of Listing,Chairman,General Manager,Spokesman,Title of Spokesman,Fiscal Year_end,Accounting Firm,CPA (Chartered Public Accountant)1,CPA (Chartered Public Accountant)2,Address,Telephone,Fax,Email Address,Web Address,Investor Relations Contact Person,Title of IR Contact Person,Telephone of IR Contact Person,Email Address of IR Contact Person
Emerging Stocks,6580,"TaiRx, Inc.",－,Biotechnology and Medical Care,TaiRx,2017/06/20,Andrew Lin,Du-Shieng Chien,Yi-Wen Chu,Senior Vice President,DEC 31,Deloitte & Touche,"CHEN,CHIEN-WEI","CHAO,YUNG-HSIAN","6F-1, No. 66, San-Chung Road, Nankang Dist. Taipei, Taiwan",(02)2653-5007,(02)2653-5008,contact@trx.com.tw,https://www.trx.com.tw/,－,－,－,－
Emerging Stocks,6583,"YOOSONN Entertainment Co., Ltd.",－,Cultural and Creative Industries,YOOSONN,2016/08/05,"CELESTE TING, HSIAO-CHING","CHEN,TSAI-YU",Sherry Sung,Accounting Manager,DEC 31,Deloitte & Touche,"LU, YI-CHEN","HSIEH,MING-CHUNG","1F., No.153, Sec. 2, Chongqing N. Rd. Taipei City, Taiwan",(02)7707-3599,(02)7707-3588,public@yoosonn.com.tw,http://www.yoosonn.com.tw/,－,－,－,－
Emerging Stocks,6586,"CHO PHARMA, INC.",－,Biotechnology and Medical Care,CHO,2017/09/27,CHAO LONG CHEN,CHUNG YI WU,CHUNG YI WU,president,DEC 31,Deloitte & Touche,"Chao, Yung-Hsiang",Nik Y. Chen,"7F., No. 99, Ln. 130, Sec. 1, Academia Rd., Nangang Dist. Taipei 11571, Taiwan",02-26558059,02-26558069,cho@chopharma.com.tw,www.chopharma.com,－,－,－,－
Emerging Stocks,6595,Julien's International Entertainment Group,－,Cultural and Creative Industries,Julien's Group,2019/01/11,John Tzu,Joe Xie,Joe Xie,Manager,DEC 31,Deloitte,"LIANG,SHENG-TAI","LI,LI-HUANG","6F., No.29, Baoqing St., Songshan Dist., Taipei City 10585, Taiwan (R.O.C.)",(02)27488066,(02)27488355,auditor@juliensgroup.com.tw,www.juliensgroup.com,－,－,－,－
Emerging Stocks,6599,Poindus Systems Corp.,－,Computer and Peripheral Equipment,Poindus,2017/12/25,"WONG, CHUNG-PIN","HU, MU-CHENG","TAN,CHIA-CHENG",Executive Assistant to General Manager,DEC 31,KPMG,KUO KUAN YING,CHIEN SZU CHUAN,"5F., No. 59, Lane 77, Xingai Rd., Neihu Dist., Taipei, Taiwan, R.O.C.",(02)77214688,(02)77212289,ir@poindus.com,http://www.poindus.com,－,－,－,－
Emerging Stocks,6610,"TWi Biotechnology, Inc",－,Biotechnology and Medical Care,TWi Biotech.,2016/12/27,Jessica Wu,Chen-En Tsai,Jessica Wu,Chairman,DEC 31,PricewaterhouseCoopers(PWC),Yu-Fang Yen,Jasmine Yu,"8F, No.41, Lane 221, Gangqian Road, Neihu District, Taipei City 11494, Taiwan",02-26571788,02-26570270,info.tw@twibiotech.com,www.twibiotech.com,－,－,－,－
Emerging Stocks,6614,"International Integrated Systems, Inc.",－,Digital and Cloud Services,IISI,2024/09/03,Li-Show Wu,Chih-Ho Wang,Chih-Ho Wang,GM,DEC 31,Deloitte & Touche,Vincent C. Cheng,Wei-Jyun Ma,"6F., N.7, Sec. 2, Xianmin Blvd., Banqiao Dist., New Taipei City 22041, Taiwan (R.O.C.)",(02)8969-1969,(02)8969-3359,invest@iisigroup.com,https://www.iisigroup.com,－,－,－,－
Emerging Stocks,6618,UHT Unitech Company Ltd.,－,Chemical,UHT,2017/09/15,"Wu,Chia-Hsing","Wu,Chia-Hsing","Wu,Chia-Hsing",Manager,DEC 31,Crowe (TW) CPAs,"HUANG,SHEN-YI","LIN,TING-PEI","No. 99 and 101, Ln. 223, Sec. 1, Taiping Rd., Caotun Township Nantou County , Taiwan (R.O.C.)",(049)2315001,(049)2315003,Candy_Chou@uht.com.tw,http://www.uht.com.tw,－,－,－,－
Emerging Stocks,6620,"Handa Pharmaceuticals,Inc.",－,Biotechnology and Medical Care,Handa Pharma,2016/12/28,Fang Yu Liu,Toshiyo Chen,Emi Yang,Vice President of Finance,DEC 31,Deloitte & Touche,Kathy Huang,"Tsai, Maggret Y.","3F-1&3F-2, No23, Nanke 3rd Rd.,Xinshi Dist., Tainan City 74147,Taiwan",065057508,065057502,IR@handapharma.com.tw,http://www.handapharma.com.tw,－,－,－,－
Emerging Stocks,6621,"UNI PHARMA CO., LTD.",－,Biotechnology and Medical Care,UniPharma,2017/08/18,Jen Chen,Samuel Wang,Samuel Wang,General Manager,DEC 31,PWC,Hsiao-Tzu Chou,Chien-Yu Liu,"3F., No.17, Ln. 171, Sec. 2, Jiuzong Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)",(02)2658-2577,(02)2658-3977,ir@uni-pharma.com,https://www.uni-pharma.com.tw/,－,－,－,－
Emerging Stocks,6622,"Bossdom Digiinnovation CO.,LTD.",－,Cultural and Creative Industries,Bossdom Digi,2017/05/22,Fu Investment Ltd.,Seven Chen,Seven Chen,CEO,DEC 31,Deloitte,Alexe C. chen,"Chou, Stephen S.","5F No.34, Alley 18, Lane 478, Ruiguang Rd., Neihu Dist., Taipei Taiwan",02-87976799,02-87976077,btgroup@bossdom.com,www.bossdom.com,－,－,－,－
Emerging Stocks,6634,SINEW PHARMA INC.,－,Biotechnology and Medical Care,SINEW,2017/06/29,Kai-Min Chu,Kai-Min Chu,Kai-Min Chu,Chairman & CEO,DEC 31,PricewaterhouseCoopers Taiwan,Pei-Chuan Huang,Yu-Fang Yen,"C516, Building C, No.99, Lane 130, Sec.1, Academia Rd., Nangang Dist. Taipei City 115, Taiwan(R.O.C.)",02-27885365,02-27885382,info@sinewpharma.com,www.sinewpharma.com,－,－,－,－
Emerging Stocks,6638,"Goldtek Technology Co., Ltd.",－,Computer and Peripheral Equipment,Goldtek,2017/06/28,Chen Hsin Yu,Patrick Chiang,Amy Lin,Chief Financial Officer,DEC 31,KPMG,"Chou, Pao-Lian","Hsiao,Pei-Ju","16F., No.166, Jian 1st Rd., Zhonghe Dist New Taipei City 235, Taiwan (R.O.C.)",02-2223-6556,02-2223-7929,Stockaffairs@goldtek.com,http://www.goldtek.com/,－,－,－,－
Emerging Stocks,6639,"Grand Green Energy Co., LTD.",－,"Oil,Gas and Electricity",GGEC,2018/10/31,"Peng, Hung-Chun","Lin, Yao-Hui","Lin, Yao-Hui",General manager,DEC 31,Ernst & Young,"Luo, Wun-Jhen","Huang,Yu-Ting","4F., No. 908, Jingguo Rd., Luzhu Dist., Taoyuan City ,338018 ,Taiwa (R.O.C.)",03-4755800,03-4753900,grace@ggec.com.tw,http://www.ggec.com.tw,－,－,－,－
Emerging Stocks,6648,"Das Technology Co., Ltd.",－,Other Electronic,DAS,2017/09/04,CHEN JUN CHI,-,-,-,DEC 31,Candor Taiwan CPA,"CHEN,WEN-BIN","SHIH,DAI-PING","6F-5, 51, Sec 2, Keelung Road, Taipei, Taiwan, R.O.C.",02-77181928,02-77181926,acc_ami@das.com.tw,https://www.das.com.tw,－,－,－,－
Emerging Stocks,6650,"Art Emperor Co., Ltd",－,Cultural and Creative Industries,Art Emperor,2017/09/15,LIU HSI-HAI,LIU HSI-HAI,LIU CHIA-JUNG,Vice General Manager,DEC 31,Ernst $ Young,Andrew Fuh,Spencer Ma,"3F., No. 136, Sec. 3, Ren'ai Rd., Da’an Dist., Taipei City , Taiwan",2658-1788,2658-5126,art@artemperor.tw,https://about.artemperor.tw,－,－,－,－
Emerging Stocks,6652,"EUSOL BIOTECH CO.,LTD.",－,Biotechnology and Medical Care,Eusol Bio,2018/08/29,Hong Jen Chang,Wan Ya Chang,Wan Ya Chang,President,DEC 31,PricewaterhouseCoopers Taiwan,Pei-Hua Tsai,Sheng-Wei Teng,"6F.,No.135, Sec.3, Minsheng E. Rd., Songshan Dist. Taipei City,Taiwan(R.O.C.)",(02)2718-5128,(02)2718-3118,IR@eusol.com.tw,http://www.eusol.com.tw,－,－,－,－
Emerging Stocks,6665,HEALTHCONN CORP.,－,Biotechnology and Medical Care,HEALTHCONN,2017/11/23,Philip Huang,Bill Tsou,Bill Tsou,CEO,DEC 31,PWC,"WU,JEN-CHIEH","HSU,CHIEN-JU","5F., No.54, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist. Taipei City, Taiwan",02-55696199,02-55696142,investors@healthconn.com,https://www.healthconn.com,－,－,－,－
Emerging Stocks,6673,Innovision FlexTech Corporation,－,Optoelectronic,IFTC,2018/03/07,"Cheng, Tsai-Hsin","Chuang, Yu-Ku",Melody Yang,section manager,DEC 31,"Pricewaterhouse Coopers,Taiwan",WU CHIEN-CHIH,Liao A-Shen,"1F, No.248-20, Sinsheng Rd ., Cianjhen District Kaohsiung City, Taiwan, R.O.C.",07-8156666,07-8112222,MelodyYang@iftc.com.tw,www.iftc.com.tw,－,－,－,－
Emerging Stocks,6676,Sunny Pharmtech Inc.,－,Biotechnology and Medical Care,Sunny,2022/01/19,Yon-Lian Wu,Yon-Lian Wu,Yon-Lian Wu,General Manager,DEC 31,PWC,Song TseWang,Lea.Yang,"No.255,Longyuan 1st Rd.,Longtan Dist., Taoyuan City32542,Taiwan(R.O.C)",03-4809168,03-4808028,sunny.otc@sunnypharmtech.com,http://www.sunnypharmtech.com/,－,－,－,－
Emerging Stocks,6677,"Anxo Pharmaceutical Co., Ltd.",－,Biotechnology and Medical Care,Anxo,2018/06/27,Wang Chien-Chih,Yen Lin-Chuan,Stacy Sun,HR Director,DEC 31,PricewaterhouseCoopers (PwC) Taiwan,Yu Fang Yen,Lori Tsai,"8F-3, No.206, Sec. 2, Nanking E. Rd., Taipei City 104, Taiwan (R.O.C.)",02-25042121,02-25084245,Investor@anxo.com.tw,http://www.anxo.com.tw,－,－,－,－
Emerging Stocks,6682,"Hua Hsu Advanced Technology Co., Ltd.",－,Optoelectronic,HHAT,2018/05/11,Huang Wen Jui,TSENG SHIH CHUEH,Huang Wen Jui,Chairman,DEC 31,Deloitte & Touche,Hsu Jui Lung,Su Ting Chien,"No. 8, Gongyequ 10th Rd., Xitun Dist Taichung City,Taiwan",04-23586649,04-23596962,service@huahsu.com,http://www.huahsu.com/,－,－,－,－
Emerging Stocks,6696,"Lin BioScience, Inc.",－,Biotechnology and Medical Care,LBS,2018/10/08,Tom Lin,Irene Wang,Irene Wang,President & CSO,DEC 31,Deloitte,Green Wu,Rick Chen,"36F, No.68, Sec.5, Zhongxiao E. Rd., Xinyi Dist. Taipei City 11065, Taiwan",02-87805008,02-87805038,info@linbioscience.com,http://www.linbioscience.com/tw/,－,－,－,－
Emerging Stocks,6699,Kiwi Technology Inc.,－,Semiconductor,Kiwi,2019/10/14,Steve Ro,Jason Fan,Jason Fan,CEO,DEC 31,EY,Hsin-Min Hsu,Hans Chen,"12F.-2, No. 66, Sanchong Rd., Nangang Dist. Taipei City 115, Taiwan (R.O.C.)",(02)2657-4198,(02)2657-1262,ir@kiwi-tec.com,http://www.kiwi-tec.com,－,－,－,－
Emerging Stocks,6704,"Gwo Xi Stem Cell Applied Technology Co. , Ltd",－,Biotechnology and Medical Care,GWOXI,2023/04/26,Chuang Ming Hsi,Chiu Chun Fen,Chiu Chuan Feng,President,DEC 31,Deloitte & Touche,ZHI-YUAN WEN,Allen Yeh,"8F., No.243, Dong Sec. 1, Guangming 6th Rd., Zhubei City,Hsinchu County,Taiwan R.O.C.",(03)658-5959,(03)657-9922,jeff_lee@gwoxi.com,http://www.gwoxi.com.tw,－,－,－,－
Emerging Stocks,6705,"MARTAS Precision Slide Co.,Ltd",－,Electric Machinery,MARTAS,2018/10/31,Gary Chen,Shirley Shih,Nick Chang,Accounting Manager,DEC 31,Deloitte & Touche,Kevin Chuang,Sueichin Lee,"No.222-1,Sec.3,Zhongyang RD., Tucheng Dist.,New Taipei City,Taiwan",22677700,22675788,Nick.Chang@martas.com.tw,www.martas.com.tw,－,－,－,－
Emerging Stocks,6707,AFASTOR CORPORATION,－,Electronic Products Distribution,AFASTOR CORP.,2022/07/21,Jack Yang,Jack Yang,Jason Lin,Special Assistant to Chairman,DEC 31,KPMG,Yvette Chien,Serena Hsin,"10F., No. 48, Sec. 3, Nangang Rd., Nangang Dist., Taipei City, Taiwan",02-2788-8099,02-2788-5766,Investor-relations@afastor.com.tw,https://www.afastor.com.tw/,－,－,－,－
Emerging Stocks,6709,"Advagene Biopharma Co., Ltd.",－,Biotechnology and Medical Care,Advagene,2018/11/29,Yi-Shiuh Huang,Yu-Shen Hsu,Yu-Shen Hsu,Acting President,DEC 31,Pricewaterhouse Cooper,Roger Wang,Pei-Chuan Huang,"6F,NO 308, Sec.1,Neihu Rd, Niehu Dist Taipei City, Taiwan",27970073,27970083,advagene@advagene.com.tw,www.advagene.com.tw,－,－,－,－
Emerging Stocks,6722,"WHETRON ELECTRONICS CO.,LTD.",－,Other Electronic,Whetron,2023/05/11,"CHIANG, YI-HSIN","CHIANG, SHIN-FENG","LEE, MING-CHENG",Director,DEC 31,KPMG,"HUANG, HAI-NING","CHEN, YEN-HUI","5F., No.959, Jhongjheng Rd., Jhonghe Dist., New Taipei City 235,Taiwan R.O.C.",(02)8226-7999,(02)8226-7901,IR@whetron.com,www.whetron.com,－,－,－,－
Emerging Stocks,6723,"JG Environmental Technology Co.,Ltd.",－,Green Energy and Environmental Services,JG,2018/12/26,Feng-Tang Chang,Feng-Tang Chang,Feng-Tang Chang,Chairman and General Manager,DEC 31,Deloitte Touche Tohmatsu Limited,Gordon Chen,Green Wu,"10F., NO 180, Ln. 461, Zhongfeng Rd., Longtan Dist. Taoyuan City 325025, Taiwan , R.O.C",03-4892860,03-4892870,service@jgok.net,https://www.jgok.net,－,－,－,－
Emerging Stocks,6725,Cica-Huntek Chemical Technology Taiwan Co.,－,Other Electronic,CHCT,2023/01/09,Ted Kuo,Alex Ko,Alex Ko,General Manager,DEC 31,Deloitte Touche Tohmatsu Limited,Eden Sin,Cherry Huang,"13 F.-2, No. 5, Taiyuan 1st St., Zhubei Vil., Zhubei City, Hsinchu County 302, Taiwan",03-5532720,03-5532807,ir@cicahuntek.com.tw,www.cicahuntek.com.tw,－,－,－,－
Emerging Stocks,6729,Luminescence Technology Corp.,－,Optoelectronic,Lumtec,2019/07/04,,,,,DEC 31,KPMG,,,"31F.-5, No.99, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City, Taiwan, R.O.C.",03-666-3188,03-666-9288,,www.lumtec.com.tw,－,－,－,－
Emerging Stocks,6730,"LAGIS ENTERPRISE CO., LTD.",－,Biotechnology and Medical Care,LAGIS,2019/11/08,James Chen,Woody Chen,Woody Chen,General manager,DEC 31,KPMG,Stacy Chen,Gino Chen,"No.29,Gong 1st Rd.,Dajia Taichung City,Taiwan(R.O.C)",04-26820790,04-26820737,finance@lagis.com.tw,http://www.lagis.com.tw,－,－,－,－
Emerging Stocks,6734,"iXensor Co., Ltd.",－,Biotechnology and Medical Care,iXensor,2019/06/28,Carson Chen,Carson Chen,Eliza Huang,Financial Director,DEC 31,PriceWaterhouseCoopers,"Lin,Kuan-Hung","Chou,Hsiao-Tzu","6F., No. 9, Aly. 2, Ln. 35, Jihu Rd., Neihu Dist. Taipei City, R.O.C.",87511335,87518059,info@ixensor.com,www.ixensor.com,－,－,－,－
Emerging Stocks,6737,"SOLID YEAR CO., LTD.",－,Computer and Peripheral Equipment,SOLID YEAR,2019/12/30,Charles Liang,Edward Wu,Edward Wu,General manager,DEC 31,Deloitte Touche Tohmatsu Limited,SU DING JIAN,HSU JUI LUNG,"18F-11, No.97, Sec. 1, Xintai 5th Rd.,Xinzhi Dist. New Taipei City 22175, Taiwan",02-2697-2311,02-2697-2339,無,https://www.solidyear.com.tw/,－,－,－,－
Emerging Stocks,6738,MAYO Human Capital Inc.,－,Information Service,MAYO,2019/08/23,James Chien,Judy Wang,James Chien,chairman,DEC 31,KPMG,Ming Hung Huang,Yun Jhu Yang,"1 F., No. 43, Dongxing Rd. Xinyi Dist., Taipei City 110403, Taiwan",02-6605-8128,02-2723-5868,ir@mayohr.com,www.mayohr.com,－,－,－,－
Emerging Stocks,6744,FENG CHI BIOTECH CORP.,－,Biotechnology and Medical Care,FCB,2019/09/25,Chang Hung Ming,Chang Hung Ming,LIN PEI I,Vice General Manager,DEC 31,"PricewaterhouseCoopers, Taiwan","Huang,Shih-Chun","Yu,Jhih-Fan","5F.-1, No.5, Shaoxing N.St., Zhongzheng Dist. Taipei City 10049, Taiwan (R.O.C.)",02-23519800,02-23219527,fengchi2@ms69.hinet.net,http://www.fcbiotech.com.tw,－,－,－,－
Emerging Stocks,6748,"ACRO Biomedical Co., Ltd.",－,Biotechnology and Medical Care,ACRO Biomedical,2021/07/27,HSIEH DAR JEN,HSIEH DAR JEN,HSIEH DAR JEN,General Manager,DEC 31,Pricewaterhouse Coopers Taiwan,"YEH,FANG-TING",NORAH HSU,"2nd Fl., No. 57, Luke 2nd Rd., Lujhu Dist. Kaohsiung City 82151, Taiwan R.O.C.",07-6955569,07-6955069,service@acrobiomedical.com,www.acrobiomedical.com,－,－,－,－
Emerging Stocks,6750,"Tech-Top Engineering CO., LTD.",－,Other Electronic,TTE,2019/11/11,"CHEN,WAN-FU","CHEN,WAN-FU","CHEN,WAN-FU",CEO,DEC 31,Deloitte & Touche,"HSUEH,CHUN-MING","LI,YUN-SHAN","10F,NO.158,Jiankang Rd., Zhonghe Dist.,New Taipei City 235,Taiwan",02-7731-5788,02-7731-7788,tte@tech-top-eng.com,http://www.tech-top-eng.com,－,－,－,－
Emerging Stocks,6755,Lian Hong Art Company Limited,－,Electronic Parts/Components,LH,2019/12/05,Cofee Chen,Cofee Chen,Cofee Chen,Cofee Chen,DEC 31,Pricewaterhouse Coopers Taiwn,LI YEN NA,WU WEI HAO,"No. 492, Sec. 1, Wanshou Rd., Guishan Dist., Taoyuan City 333, Taiwan (R.O.C.) Taoyuan City, Taiwan (R.O.C)",02-8200-5506,02-8200-5510,investinfo@lianhong.com.tw,http://www.lianhong.com.tw,－,－,－,－
Emerging Stocks,6758,"A-SPINE Asia Co., Ltd.",－,Biotechnology and Medical Care,ASA,2020/01/02,Jason Lin,Tracy Hsueh,Tracy Hsueh,President,DEC 31,Ernst & Young,Tim Lin,Daniel Hsu,"20F, No 80 , Section 1, Chenggong Road, Yonghe District, New Taipei City 23452 New Taipei City, Taiwan",02-2926-7088,02-2926-8807,ir@aspine.com.tw,http://www.aspine.com.tw,－,－,－,－
Emerging Stocks,6764,"Ace Edulink Co., Ltd.",－,Other,Ace Edulink,2019/11/25,"WU,MING-CHIN","CHU,CHEN-AO","WU,MING-CHIN",Chairman,DEC 31,Ernst & Young,Julia Lo,Wells Cheng,"10F.-6, No. 20, Ln. 609, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City 241, Taiwan(R.O.C)",(02)6635-9908,(02)2278-9667,service@ace-edulink.com,www.ace-edulink.com,－,－,－,－
Emerging Stocks,6775,"ENTIRE TECHNOLOGY CO., LTD.",－,Optoelectronic,ENTIRE TECH,2020/05/29,"WANG, JYH-HORNG","LIN, CHUN-YI","HUANG, BRANDON",CFO,DEC 31,ERNST & YOUNG,"LIN, CHENG-WEI","CHEN, KUO-SHUAI","No. 12, Gongye 5th Rd., Pingzhen Dist., Taoyuan City 324, Taiwan (R.O.C.)",03-2623311,03-2616255,ir@entire.com.tw,http://www.entire.com.tw,－,－,－,－
Emerging Stocks,6780,"STUDY KING CO., LTD.",－,Cultural and Creative Industries,Study123,2020/07/23,Zhen Lin Zhang,Tony Li,Zhen Lin Zhang,Chairman,DEC 31,Deloitte Touche Tohmatsu Limited,Water C. Wen,Su Li Fang,"7F., No.285, Sec. 2, Wunhua Rd., Banciao Dist., New Taipei City 220504, Taiwan (R.O.C.)",02-22545789,02-22545795,fa_department@study123.com.tw,https://www.study123.com.tw/,－,－,－,－
Emerging Stocks,6784,"TSKY CO.,LTD",－,Communications and Internet,TSKY,2020/11/18,Eric Lu,Eric Lu,Tony Huang,Finance Accounting Manager,DEC 31,Ernst & Young,"Wang , Mun Fan","Chang,Chiao Ying","21F.-2.NO8,Ziqiang S,RD.,Zhubei Hsinchu County,Hsinchu County",03-5502626,03-5500720,ir@tsky.com.tw,www.tsky.com.tw,－,－,－,－
Emerging Stocks,6786,iSTART-TEK INC.,－,Semiconductor,iSTART,2020/08/19,James Chen,JJ Lai,Nico Wang,Vice President,DEC 31,EY Taiwan,"Yang, Yu-Ni","Chiu, Wan-Ju","7F.-5,No.6,Taiyuan 1st St.,Zhubei City Hsinchu County 302082,Taiwan(R.O.C)",(03)560-1667,(03)560-1665,ir@istart-tek.com,http://www.istart-tek.com/,－,－,－,－
Emerging Stocks,6787,"KINGRAY TECHNOLOGY CO., LTD.",－,Optoelectronic,KINGRAYTECH,2021/04/16,"TSOU,CHENG-HSING","TSOU,CHENG-HSING","LAI,CHUN-WEN",Vice President,DEC 31,Crowe (TW) CPAs,"PAN,CHIN-SHU","WU,MENG-TA","No. 256, Daming Rd., Zhudong Township, Hsinchu County, Taiwan",03-5958589,03-5958880,kingray@kingraytech.com,https://krt.kingraytech.com,－,－,－,－
Emerging Stocks,6793,"TIEN LI OFFSHORE WIND TECHNOLOGY CO., LTD.",－,Other,TIENLI OFFSHORE,2020/10/30,"K.D.,Wu",Vincent Chang,"Mai,Tsai",CFO,DEC 31,Deloitte & Touche,"Fang, Han Ni","Chou, Stephen S.","No. 235 Huangang Road, Longjing District Taichung City434,Taiwan",04-37007799,04-23693131,service@tien-li.com,https://www.tien-li.com/,－,－,－,－
Emerging Stocks,6797,Taiwan Advanced Nanotech INC.,－,Biotechnology and Medical Care,TAN,2020/11/05,"Chang,Chi-Yun","Chien,Chien-Hsing","Chien,Chien-Hsing",General manager,DEC 31,Pricewaterhousecoopers taiwan,Kenny Wu,"LI, YEN NA","6F., No. 188, Wenhe Rd., Guishan Dist. Taoyuan City 330, Taiwan",03-316-7568,03-317-3369,ir@tanbead.com,https://www.tanbead.com,－,－,－,－
Emerging Stocks,6798,"Flight International Co.,Ltd.",－,Sports and Leisure,Flight,2023/04/27,Jimmy Chang,Jimmy Chang,Kram Chan,CFO,DEC 31,Deloitte & Touche,MIN H. LIU,"JHAO,YONG-SIANG","11F., No.51,Dongxing Rd Taipei City 110, Taiwan(R.O.C)",02-87681866,02-87681368,service@fltmkt.com.tw,http://www.fltmkt.com.tw/,－,－,－,－
Emerging Stocks,6808,3D GLOBAL BIOTECH INC.,－,Biotechnology and Medical Care,3D BIO,2020/12/25,Ou Keng-Liang,"Hung,Tzu-Ying",Chan Yu-Hao,Senior manager of Administration Department,DEC 31,"PricewaterhouseCoopers, Taiwan",Yu-Fang Yen,Tsai yen Chiang,"21F.-1, No. 99, Sec. 1, Xintai 5th Rd., Xizhi Dist. New Taipei City 221, Taiwan",02-2697-1270,02-2697-1272,3dg01@3dglobalbiotech.com.tw,www.3dglobalbiotech.com.tw,－,－,－,－
Emerging Stocks,6810,Bio Preventive Medicine Corp.,－,Biotechnology and Medical Care,BPM,2021/08/30,Tzu-Ling (Karen) Tseng,Tzu-Ling (Karen) Tseng,"Tsuhsun, Kuo (Eric Kuo)",Director of Finance & Admin,DEC 31,PricewaterhouseCoopers Taiwan,Tsai-Yen Chiang,Zoe Chou,"6F-1, No. 18 Taiyuan St. Zhubei City, Hsinchu County, Taiwan",(03)560-1816,(03)560-1916,ir@bpmbiotech.com,https://www.bpmbiotech.com,－,－,－,－
Emerging Stocks,6812,"SAULTECH TECHNOLOGY CO., LTD",－,Optoelectronic,SAULTECH,2021/02/04,Lu Yen Hao,Lu Yen Hao,David Tseng,Vice President,DEC 31,Deloitte & Touche,PENG SHIH HSUAN,WEN ZHI YUAN,"7F, No.6, Taiyuan Second Street, Zhubei City, Hsinchu County Hsinchu Country 30288, Taiwan",03-5166006,03-5166083,service-investor@saultech.com.tw,https://www.saultech.com.tw/,－,－,－,－
Emerging Stocks,6814,Lukas Biomedical INC.,－,Biotechnology and Medical Care,LUKAS,2020/12/31,Eric Tang,Andrew Liu,Eric Tang,Chairman,DEC 31,KPMG,"Luo, Re-chih","Huang, Yung-Hua","No.14-16, Zxongxiao Rd., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",02-29500027,02-29500106,service@lukas-biomedical.com,https://www.lukas-biomedical.com/,－,－,－,－
Emerging Stocks,6815,"Diamond Biotechnology Co., Ltd.",－,Biotechnology and Medical Care,Diamond,2021/01/29,"LAI,PO-JU","HSIEH,CHIA-HSIEN","HSIEH,CHIA-HSIEN",General manager,DEC 31,PricewaterhouseCoopers Taiwan,-,-,"14F., No. 95, Sec. 1, Xintai 5th Rd., Xizhi Dist. New Taipei City 221 , Taiwan (R.O.C.)",02-2755-3320,02-2755-3326,ir@diamond-biotechnology.com,https://www.diamond-biotechnology.cc/,－,－,－,－
Emerging Stocks,6816,MetaEdge Corporation,－,Information Service,METAEDGE,2021/01/18,Todd Lin,Ming Lin,Wendy Lee,Financial Manager,DEC 31,Deloitte Touche Tohmatsu Limited,Sabrina Liu,Charles Chiu,"2F.-1, No. 1, Guangfu S. Rd., Songshan Dist., TAIPEI CITY 10563,TAIWAN (R.O.C.)",02-27480010,02-27480020,P_METAEDGE@metaedge.com.tw,www.metaedge.com.tw,－,－,－,－
Emerging Stocks,6817,"WINSTON MEDICAL SUPPLY CO., LTD.",－,Biotechnology and Medical Care,WINSTON,2021/02/24,"Tsai, Sen-Tien","Wang, You-Cheng","Wang, You-Cheng",General manager,DEC 31,"Ernst & Young , Taiwan","Yu, Chien-Ju","Huang, Chien-Che","NO.117,Ren'ai St., Yongkang Dist., Tainan City 710 Taiwan",06-2533124,06-2533116,mis@winston.com.tw,https://www.winston.com.tw/,－,－,－,－
Emerging Stocks,6818,ADVANCED WIRELESS & ANTENNA INC.,－,Communications and Internet,AWAN,2021/01/21,Chen Hong Yi,Hsiao Fu Ren,Wang En Huang,Vice President,DEC 31,PricewaterhouseCoopers Taiwan,Lin Ya Hui,Wu Ren Jie,"5F., No. 225, Sec. 3, Beixin Rd., Xindian Dist., New Taipei City 231, Taiwan (R.O.C.)",(02)8913-1939,(02)8913-2538,info@awan-ant.com,http://www.awan-ant.com/zh-tw,－,－,－,－
Emerging Stocks,6819,Oriental System Technology Inc.,－,Semiconductor,ORISYSTECH,2021/02/05,Andy Wu,Andy Wu,Jenping,Vice President,DEC 31,PricewaterhouseCoopers Taiwan,"Wang, Song-Tse","Yang, Hwei-Tzu","No.25, Industry E. 9th Road, Hsinchu Science Park, Hsinchu 30075, Taiwan",03-5785177,03-5787070,hr@orisystech.com.tw,www.orisystech.com,－,－,－,－
Emerging Stocks,6820,ACON OPTICS COMMUNICATIONS INC.,－,Communications and Internet,ACON OPTICS,2021/03/22,"CHEN, HONG-YI","WANG, CHIH-MIN","CHEN, HSIN-JU",CHIEF OF FINANCIAL OFFICER,DEC 31,PricewaterhouseCoopers Taiwan,"Hsu, Chieh-Ju","Wu,Jen-Chieh","5F., NO. 4, Alley 9, Lane 45, Baoxing Rd., Xindian Dist., New Taipei City 231, Taiwan (R.O.C.)",(02)2917-7668,(02)2917-0410,info@aconoptics.com,http://www.aconoptics.com,－,－,－,－
Emerging Stocks,6825,"QBIC TECHNOLOGY CO., LTD.",－,Computer and Peripheral Equipment,QBIC,2021/04/29,James Chow,Primo Shao,Henry Chen,Administration Vice President,DEC 31,Deloitte & Touche,"Kuan-Hao, Li",Min-Hsien Liu,"26F.-12, NO.99, SEC. 1, XINTAI 5TH RD. XIZHI DIST., NEW TAIPEI CITY, TAIWAN",02-2697-2000,02-2697-2868,IR@qbictechnology.com,https://www.qbictechnology.com,－,－,－,－
